eventID;occurrenceID;basisOfRecord;individualCount;organismQuantity;organismQuantityType;occurrenceStatus;scientificName;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;recordedBy;type;ownerInstitutionCode
SMar-5;SMar-5-25;HumanObservation;3;3;individual;present;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;;;;;Order;Kevin, Cale & Murphy;Event;
SMar-6;SMar-6-26;HumanObservation;1;1;individual;present;Odonata;Animalia;Arthropoda;Insecta;Odonata;;;;;Order;Kevin, Cale & Murphy;Event;
NStr-1;NStr-1-27;HumanObservation;4;4;individual;present;Baetidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;Family;Alex & Hazel;Event;
NStr-1;NStr-1-28;HumanObservation;3;3;individual;present;Plecoptera;Animalia;Arthropoda;Insecta;Plecoptera;;;;;Order;Alex & Hazel;Event;
NStr-1;NStr-1-29;HumanObservation;1;1;individual;present;Simuliidae;Animalia;Arthropoda;Insecta;Diptera;Simuliidae;;;;Family;Alex & Hazel;Event;
NStr-1;NStr-1-30;HumanObservation;1;1;individual;present;Philopotamidae;Animalia;Arthropoda;Insecta;Trichoptera;Philopotamidae;;;;Family;Alex & Hazel;Event;
NStr-1;NStr-1-31;HumanObservation;1;1;individual;present;Heptageniidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;;;;Family;Alex & Hazel;Event;
NStr-2;NStr-2-32;HumanObservation;3;3;individual;present;Baetidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;Family;Alex & Hazel;Event;
NStr-2;NStr-2-33;HumanObservation;4;4;individual;present;Plecoptera;Animalia;Arthropoda;Insecta;Plecoptera;;;;;Order;Alex & Hazel;Event;
NStr-2;NStr-2-34;HumanObservation;1;1;individual;present;Dixidae;Animalia;Arthropoda;Insecta;Diptera;Dixidae;;;;Family;Alex & Hazel;Event;
NStr-3;NStr-3-35;HumanObservation;3;3;individual;present;Baetidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;Family;Alex & Hazel;Event;
NStr-3;NStr-3-36;HumanObservation;4;4;individual;present;Plecoptera;Animalia;Arthropoda;Insecta;Plecoptera;;;;;Order;Alex & Hazel;Event;
NStr-3;NStr-3-37;HumanObservation;3;3;individual;present;Simuliidae;Animalia;Arthropoda;Insecta;Diptera;Simuliidae;;;;Family;Alex & Hazel;Event;
NStr-3;NStr-3-38;HumanObservation;1;1;individual;present;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;;;;;Order;Alex & Hazel;Event;
NStr-4;NStr-4-39;HumanObservation;4;4;individual;present;Baetidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;Family;Alex & Hazel;Event;
NStr-4;NStr-4-40;HumanObservation;2;2;individual;present;Plecoptera;Animalia;Arthropoda;Insecta;Plecoptera;;;;;Order;Alex & Hazel;Event;
NStr-4;NStr-4-41;HumanObservation;3;3;individual;present;Simuliidae;Animalia;Arthropoda;Insecta;Diptera;Simuliidae;;;;Family;Alex & Hazel;Event;
NStr-4;NStr-4-42;HumanObservation;1;1;individual;present;Philopotamidae;Animalia;Arthropoda;Insecta;Trichoptera;Philopotamidae;;;;Family;Alex & Hazel;Event;
NStr-4;NStr-4-43;HumanObservation;1;1;individual;present;Gordioidea;Animalia;Nematomorpha;Gordioida;Gordioidea;;;;;Order;Alex & Hazel;Event;
NStr-4;NStr-4-44;HumanObservation;1;1;individual;present;Leptoceridae;Animalia;Arthropoda;Insecta;Trichoptera;Leptoceridae;;;;Family;Alex & Hazel;Event;
NStr-4;NStr-4-45;HumanObservation;1;1;individual;present;Dixidae;Animalia;Arthropoda;Insecta;Diptera;Dixidae;;;;Family;Alex & Hazel;Event;
NStr-5;NStr-5-46;HumanObservation;3;3;individual;present;Baetidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;Family;Alex & Hazel;Event;
NStr-5;NStr-5-47;HumanObservation;3;3;individual;present;Plecoptera;Animalia;Arthropoda;Insecta;Plecoptera;;;;;Order;Alex & Hazel;Event;
NStr-5;NStr-5-48;HumanObservation;1;1;individual;present;Simuliidae;Animalia;Arthropoda;Insecta;Diptera;Simuliidae;;;;Family;Alex & Hazel;Event;
NStr-5;NStr-5-49;HumanObservation;1;1;individual;present;Philopotamidae;Animalia;Arthropoda;Insecta;Trichoptera;Philopotamidae;;;;Family;Alex & Hazel;Event;
NStr-5;NStr-5-50;HumanObservation;1;1;individual;present;Heptageniidae;Animalia;Arthropoda;Insecta;Ephemeroptera;Heptageniidae;;;;Family;Alex & Hazel;Event;
