eventID;occurrenceID;basisOfRecord;individualCount;organismQuantity;organismQuantityType;occurrenceStatus;scientificName;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;recordedBy;type;ownerInstitutionCode
SLowT-Sweep6;SLowT-Sweep6-14;HumanObservation;1;1;individuals;present;Tetragnathidae;animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SLowT-Sweep6;SLowT-Sweep6-15;HumanObservation;2;2;individuals;present;Cicadellidae;animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Beñat;Event;
NLowT-Pitfall1;NLowT-Pitfall1-16;Human Observation;1;1;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall1;NLowT-Pitfall1-17;Human Observation;1;1;individuals;present;Arion rufus;Animalia;Mollusca;Gastropoda;Stylommatophora;Arionidae;Arion;Arion rufus;;Species;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-18;Human Observation;1;1;individuals;present;Arion rufus;Animalia;Mollusca;Gastropoda;Stylommatophora;Arionidae;Arion;Arion rufus;;Species;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-19;Human Observation;1;1;individuals;present;IsotoMidTae;Animalia;Arthropoda;Collembola;Entomobryomorpha;IsotoMidTae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-20;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-21;Human Observation;1;1;individuals;present;Calliphoridae;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-22;Human Observation;2;2;individuals;present;Dolichopodidae;Animalia;Arthropoda;Insecta;Diptera;Dolichopodidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall2;NLowT-Pitfall2-23;Human Observation;1;1;individuals;present;Dicyrtoma fusca;Animalia;Arthropoda;Insecta;Symphypleona;DicyrtoMidTae;Dicyrtoma;Dicyrtoma fusca;;Species;Hayward & Kevin;Event;
NLowT-Pitfall3;NLowT-Pitfall3-24;Human Observation;2;2;individuals;present;IsotoMidTae;Animalia;Arthropoda;Collembola;Entomobryomorpha;IsotoMidTae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall3;NLowT-Pitfall3-25;Human Observation;3;3;individuals;present;Myrmicinae;Animalia;Arthropoda;Insecta;Hymenoptera;Myrmicinae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall3;NLowT-Pitfall3-26;Human Observation;1;1;individuals;present;MacrosternodesMidTae;Animalia;Arthropoda;Diplopoda;PolydesMidTa;MacrosternodesMidTae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall3;NLowT-Pitfall3-27;Human Observation;1;1;individuals;present;Julidae;Animalia;Arthropoda;Diplopoda;Julida;Julidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall4;NLowT-Pitfall4-28;Human Observation;1;1;individuals;present;Machilidae;Animalia;Arthropoda;Insecta;Archaeognatha;Machilidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall4;NLowT-Pitfall4-29;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall5;NLowT-Pitfall5-30;Human Observation;2;2;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall5;NLowT-Pitfall5-31;Human Observation;2;2;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall5;NLowT-Pitfall5-32;Human Observation;1;1;individuals;present;IsotoMidTae;Animalia;Arthropoda;Collembola;Entomobryomorpha;IsotoMidTae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall5;NLowT-Pitfall5-33;Human Observation;3;3;individuals;present;Myrmica rubra;Animalia;Arthropoda;Insecta;Hymenoptera;Myrmicinae;Mrymica;Myrmica rubra;;Species;Hayward & Kevin;Event;
NLowT-Pitfall6;NLowT-Pitfall6-34;Human Observation;1;1;individuals;present;IsotoMidTae;Animalia;Arthropoda;Collembola;Entomobryomorpha;IsotoMidTae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall6;NLowT-Pitfall6-35;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall7;NLowT-Pitfall7-36;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall7;NLowT-Pitfall7-37;Human Observation;1;1;individuals;present;Calliphoridae;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;;;;Family;Hayward & Kevin;Event;
NLowT-Pitfall7;NLowT-Pitfall7-38;Human Observation;1;1;individuals;present;Stenus sp.;Animalia;Arthropoda;Insecta;Coleoptera;Steninae;Stenus;;;Genus;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-39;Human Observation;3;3;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-40;Human Observation;1;1;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-41;Human Observation;1;1;individuals;present;Zygiella atrica;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Zygiella;Zygiella atrica;;Species;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-42;Human Observation;3;3;individuals;present;Metellina segmentata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-43;Human Observation;3;3;individuals;present;Psocodea;Animalia;Arthropoda;Insecta;Psocodea;;;;;Order;Hayward & Kevin;Event;
NLowT-Sweep-1;NLowT-Sweep-1-44;Human Observation;1;1;individuals;present;Cepaea hortensis;Animalia;Mollusca;Gastropoda;Stylommatophora;Helicidae;;;;Species;Hayward & Kevin;Event;
NLowT-Sweep-2;NLowT-Sweep-2-45;Human Observation;1;1;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-2;NLowT-Sweep-2-46;Human Observation;1;1;individuals;present;Zygiella x-notata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Zygiella;Zygiella x-notata;;Species;Hayward & Kevin;Event;
NLowT-Sweep-3;NLowT-Sweep-3-47;Human Observation;5;5;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-3;NLowT-Sweep-3-48;Human Observation;1;1;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-3;NLowT-Sweep-3-49;Human Observation;2;2;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-4;NLowT-Sweep-4-50;Human Observation;1;1;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-4;NLowT-Sweep-4-51;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-4;NLowT-Sweep-4-52;Human Observation;1;1;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-4;NLowT-Sweep-4-53;Human Observation;1;1;individuals;present;Psocodea;Animalia;Arthropoda;Insecta;Psocodea;;;;;Order;Hayward & Kevin;Event;
NLowT-Sweep-5;NLowT-Sweep-5-54;Human Observation;9;9;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-5;NLowT-Sweep-5-55;Human Observation;2;2;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-5;NLowT-Sweep-5-56;Human Observation;1;1;individuals;present;Calliphoridae;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-6;NLowT-Sweep-6-57;Human Observation;1;1;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward & Kevin;Event;
NLowT-Sweep-6;NLowT-Sweep-6-58;Human Observation;1;1;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward & Kevin;Event;
SMidT-Sweep-1;SMidT-Sweep-1-59;Human Observation;18;18;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-60;Human Observation;1;1;individuals;present;Lycosidae;Animalia;Arthropoda;Arachnida;Araneae;Lycosidae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-61;Human Observation;1;1;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-62;Human Observation;4;4;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-63;Human Observation;1;1;individuals;present;Nabidae;Animalia;Arthropoda;Insecta;Hemiptera;Nabidae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-64;Human Observation;1;1;individuals;present;PhilodroMidTae;Animalia;Arthropoda;Arachnida;Araneae;PhilodroMidTae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-65;Human Observation;1;1;individuals;present;Tabanidae;Animalia;Arthropoda;Insecta;Diptera;Tabanidae;;;;Family;Hayward;Event;
SMidT-Sweep-1;SMidT-Sweep-1-66;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-67;Human Observation;2;2;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-68;Human Observation;2;2;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-69;Human Observation;7;7;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-70;Human Observation;1;1;individuals;present;Myrmica rubra;Animalia;Arthropoda;Insecta;Hymenoptera;Myrmicinae;Myrmica;Myrmica rubra;;Species;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-71;Human Observation;1;1;individuals;present;Formica fusca;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Formica;Formica fusca;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-72;Human Observation;2;2;individuals;present;Caribidae;Animalia;Arthropoda;Insecta;Coleoptera;Caribidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-73;Human Observation;1;1;individuals;present;Linyphiidae;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-74;Human Observation;1;1;individuals;present;Tetragnatha sp.;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha;;;Genus;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-75;Human Observation;1;1;individuals;present;Sepsidae;Animalia;Arthropoda;Insecta;Diptera;Sepsidae;;;;Family;Hayward;Event;
SMidT-Sweep-2;SMidT-Sweep-2-76;Human Observation;1;1;individuals;present;Pachytomella parallela;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Pachytomella;Pachytomella parallela;;Species;Hayward;Event;
SMidT-Sweep-3;SMidT-Sweep-3-77;Human Observation;1;1;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward;Event;
SMidT-Sweep-3;SMidT-Sweep-3-78;Human Observation;1;1;individuals;present;Tipula sp.;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;;;Genus;Hayward;Event;
SMidT-Sweep-3;SMidT-Sweep-3-79;Human Observation;1;1;individuals;present;Sciaridae;Animalia;Arthropoda;Insecta;Diptera;Sciaridae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-80;Human Observation;1;1;individuals;present;Linyphiidae;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-81;Human Observation;2;2;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-82;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-83;Human Observation;1;1;individuals;present;Pachytomella sp.;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Pachytomella;;;Genus;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-84;Human Observation;1;1;individuals;present;Tetragnatha sp.;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha;;;Genus;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-85;Human Observation;3;3;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-86;Human Observation;2;2;individuals;present;Zygiella atrica;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Zygiella;Zygiella atrica;;Species;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-87;Human Observation;1;1;individuals;present;Dolicopopidae;Animalia;Arthropoda;Insecta;Diptera;Dolicopopidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-88;Human Observation;1;1;individuals;present;Lycosidae;Animalia;Arthropoda;Arachnida;Araneae;Lycosidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-89;Human Observation;1;1;individuals;present;Tortricidae;Animalia;Arthropoda;Insecta;Lepidoptera;Tortricidae;;;;Family;Hayward;Event;
SMidT-Sweep-4;SMidT-Sweep-4-90;Human Observation;1;1;individuals;present;Leptopterna sp.;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Leptoterna;;;Genus;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-91;Human Observation;1;1;individuals;present;Metellina segementata;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Metellina;Metellina segmentata;;Species;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-92;Human Observation;1;1;individuals;present;Tetragnatha sp.;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;Tetragnatha;;;Genus;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-93;Human Observation;1;1;individuals;present;Linyphiidae;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;;;;Family;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-94;Human Observation;1;1;individuals;present;Clubionidae;Animalia;Arthropoda;Arachnida;Araneae;Clubionidae;;;;Family;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-95;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-96;Human Observation;1;1;individuals;present;Phlaeothripidae;Animalia;Arthropoda;Insecta;Thysanoptera;Phlaeothripidae;;;;Family;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-97;Human Observation;3;3;individuals;present;Dolicopopidae;Animalia;Arthropoda;Insecta;Diptera;Dolicopopidae;;;;Family;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-98;Human Observation;8;8;individuals;present;Lipoptena cervi;Animalia;Arthropoda;Insecta;Diptera;Hippoboscidae;Lipoptena;Lipoptena cervi;;Species;Hayward;Event;
SMidT-Sweep-5;SMidT-Sweep-5-99;Human Observation;12;12;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward;Event;
SHighT-Sweep-1;SHighT-Sweep-1-100;Human Observation;1;1;individuals;present;Araneus quadratus;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;Araneus;Araneus quadratus;;Species;Beñat;Event;
SHighT-Sweep-1;SHighT-Sweep-1-101;Human Observation;2;2;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SHighT-Sweep-1;SHighT-Sweep-1-102;Human Observation;1;1;individuals;present;Tenthredinidae;Animalia;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;;;;Family;Beñat;Event;
SHighT-Sweep-1;SHighT-Sweep-1-103;Human Observation;2;2;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Beñat;Event;
SHighT-Sweep-1;SHighT-Sweep-1-104;Human Observation;1;1;individuals;present;Diptera;Animalia;Arthropoda;Insecta;Diptera;;;;;Order;Beñat;Event;
SHighT-Sweep-1;SHighT-Sweep-1-105;Human Observation;1;1;individuals;present;Thysanoptera;Animalia;Arthropoda;Insecta;Thysanoptera;;;;;Order;Beñat;Event;
SHighT-Sweep-2;SHighT-Sweep-2-106;Human Observation;3;3;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SHighT-Sweep-2;SHighT-Sweep-2-107;Human Observation;1;1;individuals;present;Odiellus spinosus;Animalia;Arthropoda;Arachnida;Opiliones;Phalangiidae;Odiellus;Odiellus spinosus;;Species;Beñat;Event;
SHighT-Sweep-2;SHighT-Sweep-2-108;Human Observation;3;3;individuals;present;Araneidae;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;;;;Family;Beñat;Event;
SHighT-Sweep-3;SHighT-Sweep-3-109;Human Observation;1;1;individuals;present;Araneidae;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;;;;Family;Beñat;Event;
SHighT-Sweep-3;SHighT-Sweep-3-110;Human Observation;1;1;individuals;present;Clubionidae;Animalia;Arthropoda;Arachnida;Araneae;Clubionidae;;;;Family;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-111;Human Observation;5;5;individuals;present;Araneidae;Animalia;Arthropoda;Arachnida;Araneae;Araneidae;;;;Family;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-112;Human Observation;1;1;individuals;present;Diptera;Animalia;Arthropoda;Insecta;Diptera;;;;;Order;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-113;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-114;Human Observation;1;1;individuals;present;Gastropoda;Animalia;Mollusca;Gastropoda;;;;;;;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-115;Human Observation;1;1;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SHighT-Sweep-4;SHighT-Sweep-4-116;Human Observation;1;1;individuals;present;Limoniidae;Animalia;Arthropoda;Insecta;Diptera;Limoniidae;;;;Family;Beñat;Event;
SHighT-Sweep-5;SHighT-Sweep-5-117;Human Observation;1;1;individuals;present;Aphididae;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;;;;Family;Beñat;Event;
SHighT-Sweep-5;SHighT-Sweep-5-118;Human Observation;1;1;individuals;present;Limoniidae;Animalia;Arthropoda;Insecta;Diptera;Limoniidae;;;;Family;Beñat;Event;
SHighT-Sweep-5;SHighT-Sweep-5-119;Human Observation;2;2;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SHighT-Sweep-5;SHighT-Sweep-5-120;Human Observation;1;1;individuals;present;Lygaeidae;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;;;;Family;Beñat;Event;
SHighT-Sweep-6;SHighT-Sweep-6-121;Human Observation;2;2;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
SHighT-Sweep-6;SHighT-Sweep-6-122;Human Observation;3;3;individuals;present;Diptera;Animalia;Arthropoda;Insecta;Diptera;;;;;Order;Beñat;Event;
SHighT-Sweep-6;SHighT-Sweep-6-123;Human Observation;1;1;individuals;present;Tipulidae;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;;;;Family;Beñat;Event;
SHighT-Sweep-7;SHighT-Sweep-7-124;Human Observation;1;1;individuals;present;Cicadellidae;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;;;;Family;Beñat;Event;
SHighT-Sweep-7;SHighT-Sweep-7-125;Human Observation;1;1;individuals;present;Cixiidae;Animalia;Arthropoda;Insecta;Hemiptera;Cixiidae;;;;Family;Beñat;Event;
SHighT-Sweep-7;SHighT-Sweep-7-126;Human Observation;1;1;individuals;present;Gonatium rubens;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gonatium;Gonatium rubens;;Species;Beñat;Event;
SHighT-Sweep-7;SHighT-Sweep-7-127;Human Observation;2;2;individuals;present;Tetragnathidae;Animalia;Arthropoda;Arachnida;Araneae;Tetragnathidae;;;;Family;Beñat;Event;
NHighT-Sweep-1;NHighT-Sweep-1-128;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-1;NHighT-Sweep-1-129;Human Observation;3;3;individuals;present;Miridae;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-1;NHighT-Sweep-1-130;Human Observation;1;1;individuals;present;Scathophaga stercoraria;Animalia;Arthropoda;Insecta;Diptera;Scathophagidae;Scathophaga;Scathophaga stercoraria;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-2;NHighT-Sweep-2-131;Human Observation;1;1;individuals;present;Cercopidae;Animalia;Arthropoda;Insecta;Hemiptera;Cercopidae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-3;NHighT-Sweep-3-132;Human Observation;6;6;individuals;present;Conomelus sp.;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Conomelus;;;Genus;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-3;NHighT-Sweep-3-133;Human Observation;1;1;individuals;present;Apionidae;Animalia;Arthropoda;Insecta;Coleoptera;Apionidae;Perapion;Perapion violaceum;;Species;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-3;NHighT-Sweep-3-134;Human Observation;3;3;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-135;Human Observation;9;9;individuals;present;Conomelus sp.;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Conomelus;;;Genus;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-136;Human Observation;5;5;individuals;present;Ceratopogonidae;Animalia;Arthropoda;Insecta;Diptera;Ceratopogonidae;;;;Family;Hayward, Hazel & Kevin;Event;
NHighT-Sweep-4;NHighT-Sweep-4-137;Human Observation;1;1;individuals;present;Coleoptera;Animalia;Arthropoda;Insecta;Coleoptera;;;;larvae;Order;Hayward, Hazel & Kevin;Event;
